"","District","STATE","REMARKS","State_LGD","DISTRICT_L","Shape_Leng","Shape_Area","PM25pc"
"1","North Goa","Goa",NA,30,"551",276203.303684,1711985445.77,34.3226989019683
"2","South Goa","Goa",NA,30,"552",327335.009317,1922050729.19,32.953208101883
